weekend,pt,cbd,ptn,worker,trips,tcost
0,.2933277324988967,0,19.87664890289307,1,2,13.69646644592285
0,5.899333936915822,9.70373010635376,12.27617812156677,0,0,11.89669322967529
0,.1267001910941815,0,4.848791599273682,1,1,15.52277088165283
0,1.195694234345021,6.351138353347778,13.35506200790405,1,12,13.31741428375244
0,3.217159990585947,22.25783443450928,18.16387557983398,1,2,15.24957180023193
0,2.665945117714077,5.381682872772217,7.705973148345947,1,8,18.01633262634277
1,3.532101451687824,14.94681739807129,3.027242183685303,1,13,19.04990386962891
1,2.869449926253522,8.233466327190399,15.46209716796875,1,13,16.86160469055176
1,2.305961587696713,7.761221170425415,11.30460345745087,1,0,11.61458778381348
1,1.606580163713321,7.924200057983398,24.40816879272461,1,2,11.98230171203613
0,.1794581958660825,6.93709397315979,15.9539384841919,1,6,14.83492946624756
0,3.491859547366982,12.27866792678833,18.06222915649414,1,6,16.08175277709961
0,2.603928707568124,3.446695327758789,17.43266582489014,1,1,11.93397045135498
0,1.27462537675831,4.463592052459717,5.88625431060791,1,9,12.27980422973633
0,.9225717893905376,7.75668728351593,12.57940649986267,1,1,14.81319999694824
1,8.316067892200255,11.25632333755493,0,1,4,17.77015113830566
0,1.189724249881099,11.35529589653015,20.49135303497315,1,4,14.26925563812256
0,9.437076141401962,17.1480655670166,7.476093769073486,1,2,18.56698417663574
0,5.468688219544957,16.38451099395752,11.84252059459686,1,15,21.1986083984375
0,2.942623370158297,25.06412124633789,13.11287188529968,1,1,14.45636558532715
0,4.35840053341647,20.48929309844971,21.06671524047852,1,3,16.88976287841797
0,.1792622444060041,13.38850784301758,0,1,0,14.20515060424805
1,.9466909946171742,11.16009449958801,8.125241994857788,1,3,15.0397891998291
0,2.52260339308077,8.357325077056885,16.80767726898193,1,0,15.58974266052246
0,.6659147001359645,17.12430667877197,13.80101609230042,1,1,7.995525360107422
1,.0980636843758456,5.332140207290649,1.627424240112305,1,4,13.21382808685303
1,1.205019620473881,23.15788745880127,12.64475798606873,1,10,13.86395454406738
0,.7241045344290381,0,9.784411087632179,1,3,12.14171695709229
0,1.370047039829725,11.18544554710388,35.12374687194824,1,5,10.50372314453125
0,2.266826157467045,8.646867841482163,8.02015483379364,1,1,14.71082592010498
0,1.259964202833623,17.75772953033447,7.982729434967041,1,2,13.99633312225342
0,1.423680969165583,6.377379417419434,4.688977241516113,1,1,15.59342861175537
0,.5655680751463141,16.20665597915649,16.95137977600098,0,0,12.29866981506348
0,13.92214597058466,2.127169132232666,18.90949249267578,1,16,28.33439064025879
1,2.689539394314754,22.26621055603027,17.06840944290161,1,7,14.71504878997803
0,4.075915961369326,22.35331153869629,15.96258926391602,0,0,9.597526550292969
0,.9027974238845788,11.60872912406921,15.45943403244019,1,0,12.57730579376221
0,.7648199663594973,2.271641254425049,11.51401054859161,1,2,15.31396293640137
1,5.995446977034279,18.8525857925415,0,1,4,19.72810363769531
0,6.153677513199011,1.536815166473389,1.285420417785645,1,1,16.24879264831543
1,3.196562599132658,11.84173774719238,5.344845771789551,1,2,16.80051803588867
0,5.89638575606279,24.21077632904053,17.57803773880005,1,6,21.98884201049805
0,1.760103270943242,13.48716402053833,20.63023090362549,1,3,15.41945934295654
1,4.410193813952671,0,4.276566982269287,0,0,13.42213916778565
1,.7490805956025082,0,22.67595863342285,1,17,16.63100433349609
1,1.32767873402132,30.24129295349121,14.24826669692993,1,0,14.10882949829102
0,.5154521039378205,9.815999805927277,6.597067832946777,1,6,12.77437114715576
1,5.243572003903054,16.07779502868652,12.7375967502594,1,8,16.92588996887207
1,.3099617977843663,14.24150037765503,.3596458435058594,0,1,14.04183292388916
0,10.2683503183563,10.16849434375763,12.35208368301392,1,2,20.68348121643066
0,1.194601317797552,0,21.78360080718994,1,7,13.75710105895996
0,.221775903133901,13.70470809936523,0,0,1,12.73416614532471
0,5.108846915605168,7.558674693107605,24.04433631896973,1,0,11.40666580200195
0,1.902366486224563,16.40091943740845,0,1,3,18.15607833862305
0,1.404529324175095,14.81735229492188,19.08462333679199,0,1,10.8679895401001
1,.3391733375806691,15.39518404006958,13.76207661628723,1,1,11.94125938415527
0,.1533694099674525,8.768205881118774,9.705458670854569,1,10,14.5072660446167
0,5.454551693012181,2.20671272277832,18.00371265411377,1,19,19.54827308654785
1,7.149730491292909,9.181158035993576,14.1842303276062,1,2,18.19493293762207
0,.0798218536457251,12.42066144943237,0,1,0,12.39161396026611
1,3.806663978472733,14.35072565078735,0,1,3,19.72629165649414
0,3.703586201058107,21.23644351959229,18.53906345367432,1,1,10.83415126800537
0,1.807771829425754,11.96619319915772,6.791832685470581,1,2,12.09982490539551
0,4.113248402453405,9.82713782787323,1.765619277954102,1,6,17.47890472412109
1,.0404590996653392,17.4967041015625,11.00842583179474,1,25,15.16469955444336
0,1.293844808856428,39.64924240112305,15.99123239517212,1,1,14.57981586456299
0,5.428180837879801,8.367730677127838,12.95623111724854,1,2,15.77316284179688
0,2.971125624484913,0,0,1,3,19.48270988464356
0,.8952237952169908,14.42815732955933,14.59268808364868,1,0,10.23929119110107
0,2.133550223644091,0,.5605611801147461,1,3,14.84651756286621
0,2.994541627279261,6.836932420730591,0,1,12,17.33272552490234
0,1.270466666016744,6.502753734588623,0,1,3,13.32366371154785
0,.1593140456924197,5.59044623374939,1.360857963562012,1,11,14.0073127746582
0,.171906332167131,27.71038246154785,0,0,0,9.378034591674805
1,.5155364596436718,11.8986656665802,10.56895810365677,0,0,11.65374565124512
1,7.842864165313054,13.3040943145752,7.635801792144775,1,4,14.65620422363281
1,5.19243108478841,9.281275063753128,12.31935429573059,1,3,20.15550422668457
0,6.248196476130334,12.9946277141571,15.08632659912109,1,2,19.51725578308106
0,.9726092928370576,1.542766094207764,0,1,4,11.98835182189941
1,9.935682231969583,0,15.91511392593384,1,2,18.3685302734375
0,1.195910896228155,1.120160102844238,27.37235260009766,1,4,12.37600326538086
0,1.301716458684161,9.030070157721639,11.98691654205322,1,0,14.16686820983887
0,.7893935379675572,13.0069055557251,8.925257921218872,1,1,16.65727806091309
0,.6029356228284206,12.07593417167664,4.427382469177246,1,5,12.43766403198242
0,.2024015483477724,0,9.357739329338074,0,3,14.58578681945801
1,2.432816955121165,17.95100402832031,18.540602684021,1,3,17.03504371643066
0,.8319984533972371,11.65072894096375,11.96140336990356,1,1,11.2830114364624
1,1.307085613539142,20.83190631866455,8.488510608673096,1,5,14.44605350494385
1,2.194076999333073,9.811969637870789,5.837314605712891,1,2,14.22307395935059
0,.561719592183354,13.07861280441284,0,1,6,16.98869323730469
0,4.741113744396809,6.704742908477783,25.07779216766357,1,2,13.21357822418213
1,1.246344203480162,3.606166362762451,10.27890011668205,1,1,15.92724609375
1,7.878796221729076,13.43451690673828,16.68998622894287,1,0,18.10685348510742
0,1.305007436408478,7.076645255088806,12.98798060417175,1,13,21.05551528930664
1,6.559595179654504,0,0,1,1,13.46033096313477
0,2.988435159195384,9.19961479306221,10.10820608586073,1,11,17.71302604675293
0,.5199603806466207,0,2.400047302246094,1,0,10.77934265136719
0,2.453666709492319,11.50776481628418,4.509112358093262,1,1,12.098069190979
0,.0901763464108366,11.92732501029968,17.01229333877564,1,0,15.08236217498779
0,.0908422941380212,6.698071241378784,7.640030145645142,1,1,14.47773170471191
1,6.841319720378289,8.607746869325638,4.313225269317627,0,1,15.70237731933594
1,2.891262332598106,10.43315851688385,21.31661987304688,1,5,14.39564895629883
1,.6831011939351994,3.485992908477783,0,1,18,15.23838996887207
1,2.846270317003217,1.13430118560791,0,0,1,13.63143920898438
1,3.296185387195829,5.834629774093628,10.9346034526825,1,16,17.95370292663574
1,1.711490900989655,9.651806950569153,20.42276096343994,1,4,15.93030452728272
0,.3456207393994126,17.39710712432861,1.097455978393555,1,6,14.71230697631836
0,1.4163255429831,0,12.28313064575195,1,0,12.0230188369751
1,1.394318001051957,14.33798789978027,6.174946546554565,0,4,11.667893409729
0,.4727272498522537,36.34481239318848,7.754648447036743,1,3,12.73877906799316
0,.5055657477059129,15.1536660194397,8.45040500164032,1,3,16.14365005493164
0,3.307437939545626,20.27843570709229,33.80326843261719,1,1,19.48416328430176
0,2.425046677855536,23.44488143920898,9.086450815200806,1,1,17.6188907623291
0,.6872477505043457,13.27667474746704,.613037109375,1,3,12.09118843078613
0,.6208902865103385,14.5265998840332,8.835885763168335,1,2,12.61242389678955
0,2.067921597924421,5.042152881622315,3.456681728363037,1,1,11.85416412353516
0,11.58767657639348,9.757548272609711,10.68883270025253,1,0,18.0850830078125
0,.0818107284461952,30.19271469116211,3.061794281005859,1,2,13.89390659332275
1,2.113234032425635,4.526462078094482,24.54640007019043,1,4,16.24078559875488
0,5.084684402652756,17.0502347946167,1.799161911010742,1,5,15.54221153259277
0,.9581913504926597,3.327799797058106,20.448899269104,1,3,12.15626239776611
0,.317205043522315,3.017423629760742,0,1,0,13.21635341644287
0,1.396611366308319,19.5542049407959,.9665384292602539,1,7,16.94672584533691
0,.2902864668377845,0,0,1,12,15.62947177886963
0,3.587173141094575,10.5429390668869,14.1845498085022,1,5,20.04964828491211
0,7.259965842689718,.5624294281005859,17.6286997795105,1,0,18.4852180480957
0,10.58770808977271,27.20067977905273,18.40642261505127,1,1,23.79985618591309
0,.8173596533761958,9.856359541416168,15.01020765304565,1,1,11.57512474060059
1,5.302737036117263,17.20959281921387,4.366063594818115,1,10,19.1258659362793
0,.9250615116699568,7.69403874874115,9.11021488904953,1,2,14.40946578979492
1,5.635127627786899,9.438286304473877,25.65153980255127,1,3,17.72951698303223
0,3.569820509338121,9.216955751180649,16.66242980957031,1,3,19.73078155517578
0,.4408407563927225,0,3.014265060424805,1,3,13.21614265441895
0,2.359782174079415,18.56845188140869,23.46400260925293,1,11,17.57142066955566
1,3.315822464580325,6.210037708282471,0,1,4,14.81151676177979
0,3.824511346684753,0,11.22255039215088,1,0,15.63614082336426
0,.4590336997838094,14.2451171875,19.3689079284668,0,4,15.84607410430908
0,.954517738351655,7.792504191398621,0,0,2,13.80363941192627
0,5.615068563723565,9.654172301292419,8.803695917129517,1,4,18.61925506591797
0,12.45507790205675,11.68932294845581,26.09069633483887,1,5,25.1114387512207
0,.8769108477265044,14.7247462272644,3.651998043060303,1,1,16.73239135742188
0,.3548686106742127,0,29.75853538513184,1,4,11.4552526473999
0,2.076985932958954,11.57983446121216,16.83869314193726,1,1,12.81210327148438
1,1.29807180301853,15.05266523361206,18.14456844329834,1,11,16.59752464294434
1,1.314657047998016,20.65051555633545,17.56975507736206,1,0,16.32647895812988
0,.3003552832103955,5.422725200653076,1.344018936157227,1,4,12.53608894348145
1,.3791878464482363,0,12.09503698348999,1,1,14.07595348358154
0,4.405340097759922,16.9720196723938,18.99204063415527,1,1,15.71453857421875
0,3.109190947990876,18.55765342712402,17.51209497451782,1,5,17.05755424499512
0,.53347758650957,4.936010837554932,20.5209321975708,1,1,12.83609867095947
0,.5394653357615048,16.5153489112854,13.43473434448242,1,2,14.61533546447754
0,.8413768581436629,1.805099010467529,15.72416734695435,1,3,15.66203212738037
0,1.758156061055319,0,11.20840001106262,1,0,18.78957366943359
0,.9016354352201803,.1997594833374023,18.23801517486572,1,3,15.67546367645264
0,.9169902806194673,22.32942199707031,13.97588276863098,1,0,14.15670204162598
0,2.343946157717739,8.835751622915268,11.59417033195496,1,0,15.11920928955078
0,1.654203392573593,3.421308994293213,2.356193542480469,1,5,11.34499931335449
0,.7530833650673581,20.69572734832764,8.897526144981384,1,12,17.79033851623535
0,5.266023370685875,.4611282348632813,6.74409031867981,1,4,21.68578147888184
1,3.243904396220458,25.09677886962891,.1171550750732422,1,1,13.51851654052734
0,.1850797857243167,0,15.01756238937378,1,0,10.37337684631348
0,11.68554051219146,21.51468467712402,19.50976181030273,1,3,20.15182876586914
0,.8139917335180296,0,2.774270534515381,0,1,14.91597557067871
0,.2375146012990297,22.19039344787598,0,1,1,17.05589866638184
0,2.416717419997852,0,17.00496625900269,1,0,9.662941932678223
0,2.03169041207416,17.75496864318848,16.03361654281616,1,10,15.08848571777344
0,1.456550217317889,13.75809955596924,3.652894020080566,1,1,14.13883590698242
0,1.83481752473335,6.411094427108765,14.64541482925415,1,2,12.17747974395752
0,.7257437950515028,4.487426280975342,11.15909552574158,1,31,20.97796058654785
0,.2416815292843257,17.96865749359131,16.28978872299194,1,0,8.814131736755371
0,2.056667445768827,2.535333156585693,19.88118267059326,1,4,16.24692344665527
0,3.4534472782983,12.40601944923401,0,1,4,13.3376350402832
0,.2134054856597408,.9994239807128906,4.785849094390869,1,3,10.13510704040527
1,9.394407782761702,0,2.149421215057373,1,22,21.75005531311035
0,1.450024615496737,.8301582336425781,19.47461223602295,1,3,16.52342224121094
0,3.794466592270274,3.197025775909424,12.52702617645264,1,6,19.51525497436523
0,8.834765273488191,0,5.998013019561768,1,2,20.24997329711914
0,.5935474988403086,19.39075374603272,30.3292179107666,1,8,14.8069019317627
0,2.842976635064026,0,1.837935447692871,1,20,15.62030029296875
1,7.475350273654576,6.944441318511963,21.33526039123535,1,2,18.12442398071289
0,.1417179785750123,4.606382846832275,18.70178985595703,0,0,9.582011222839356
0,2.743487583388213,1.225636959075928,1.281465530395508,1,5,16.3447265625
0,1.925726314222027,.294550895690918,7.972153425216675,1,1,12.34537982940674
0,3.571367962547623,17.80690670013428,2.18613338470459,1,1,13.58331489562988
0,2.881847858714939,7.210516810417175,4.925459861755371,0,1,14.58831119537354
0,6.264682611864998,5.064698934555054,11.89644467830658,1,0,19.82915687561035
0,1.534329235552359,19.51049900054932,6.583555936813355,1,0,15.87853145599365
0,.7900301781215799,0,10.73113566637039,1,1,9.465328216552734
1,2.125492430163388,14.65480756759644,16.5456748008728,1,9,17.66726684570313
0,1.204183579325868,12.55848050117493,21.87252044677734,1,5,16.40978240966797
0,.8722522744030564,6.538884162902832,15.35487508773804,0,1,8.692097663879395
0,6.499680927242951,19.41158485412598,0,1,19,23.37025451660156
1,1.932853613941461,10.30691313743591,8.796649813652039,1,6,15.48173999786377
0,.2598247019881806,18.5097599029541,13.82399201393127,0,0,11.11399459838867
0,3.462397032293912,0,.2107038497924805,1,0,14.06457424163818
0,2.079035404992628,10.92906439304352,12.1850860118866,1,1,15.28916835784912
0,1.784131942640332,8.037567913532257,0,1,2,13.33395767211914
0,1.367939703584567,17.49648761749268,5.846346378326416,1,1,17.45599555969238
0,.655370851313128,0,11.65266799926758,1,0,10.78963947296143
0,.8751059839596243,1.559149742126465,12.13032698631287,1,16,17.37730026245117
0,1.415108093533143,21.71450328826904,7.840636491775513,1,14,17.00907897949219
0,1.16530068520651,10.93721282482147,16.45059537887573,1,2,12.65444850921631
0,7.43063583458456,9.740831673145294,7.817817211151123,1,2,19.74437141418457
1,.9599784452070361,21.41877937316895,23.24328708648682,1,4,11.63139057159424
0,1.528619237221372,28.13511085510254,21.24731540679932,1,1,9.940075874328613
0,2.945653123482342,0,17.9203634262085,1,4,17.06194877624512
1,2.538035061610779,6.581145286560059,11.40790700912476,1,11,18.48591041564941
0,10.22199290894292,13.87307691574097,8.123301386833191,1,2,17.83709526062012
0,6.029001027980979,0,0,1,6,22.30537796020508
0,3.500752675909491,19.62168312072754,18.39456367492676,0,3,12.07546806335449
0,.6378967251588247,19.46752071380615,13.82380127906799,1,2,12.65804958343506
1,2.917546063011112,0,1.854714393615723,1,1,16.02214241027832
0,5.265406581992504,13.10411882400513,22.02597999572754,1,13,16.92721939086914
0,3.976583714368204,2.866923332214356,0,1,0,14.66269969940186
0,1.523092169038683,23.14806175231934,13.73667192459106,0,1,13.01727676391602
0,2.400942890540167,0,8.296410083770752,1,1,18.24828338623047
0,1.715062616595211,11.26487946510315,29.28389167785645,1,4,11.05868339538574
0,.6716118396187697,9.009167119860649,16.36004257202148,1,6,17.20670509338379
0,7.926181922657919,9.71142566204071,11.23282384872437,1,1,20.02616310119629
1,.7653884198445908,.5322599411010742,7.195811986923218,0,11,16.09264755249023
0,4.006568250011867,19.46706295013428,9.207693099975586,1,2,11.86944007873535
0,3.442947105072685,13.10248565673828,0,0,1,15.23836898803711
0,1.294239113263052,12.02673101425171,22.10109996795654,1,0,12.07015514373779
1,1.053599132572224,15.27917337417603,6.418432950973511,1,1,14.15858268737793
0,.5055193564384056,0,0,1,1,10.87380695343018
1,1.489696233498761,15.59022235870361,0,1,0,19.99244499206543
0,3.76706479194309,11.20957398414612,29.54255676269531,1,0,13.06505298614502
0,.161927570958248,2.640244007110596,0,1,1,10.69104099273682
0,11.99613375520924,3.877003192901611,5.573359966278076,1,2,21.69781875610352
0,5.064226056062292,5.820325136184692,13.25793814659119,1,13,21.76932716369629
1,.9944561717727031,18.69029045104981,2.714075565338135,0,7,18.14593505859375
0,.0034810956511918,9.798694610595703,7.392622947692871,1,1,9.574007034301758
0,3.969739366703339,10.44734787940979,21.44180202484131,1,1,17.61450386047363
0,1.855457944949226,20.72090721130371,16.01506662368774,1,9,17.17857933044434
1,1.223249579114847,7.106709957122803,17.65022039413452,1,5,11.74504947662354
0,2.567460617525075,15.45669841766357,11.23211526870728,1,3,16.02339744567871
0,2.88815560688895,11.08920574188232,5.531067371368408,1,0,15.71934413909912
0,4.617858999844059,0,6.69957160949707,1,8,18.25654792785645
0,.0221112458214791,16.87118721008301,0,1,6,16.53839492797852
0,6.454892911331921,14.97657871246338,13.00821781158447,1,0,20.58564186096191
0,5.621872259275071,16.60889768600464,26.18523406982422,1,5,15.44956684112549
0,2.970880322062961,12.82808947563171,9.469746232032776,1,1,8.487893104553223
0,1.201895968090443,18.4141321182251,27.70063400268555,1,1,7.628732204437256
0,4.587102634138578,21.09429264068604,13.28951954841614,0,1,13.82925605773926
0,.9317160547681385,0,11.50621712207794,1,2,11.25382900238037
0,3.767520774400849,0,.696202278137207,1,4,18.08549880981445
0,1.350732955567088,0,5.032822608947754,1,22,18.36356163024902
0,11.43867873766148,4.160409450531006,14.16931819915772,1,2,21.75462150573731
1,1.370030994094463,16.2635931968689,15.34083461761475,1,3,15.96284294128418
0,4.27974718978514,12.32753777503967,1.167422294616699,1,3,19.25154685974121
0,2.096202295399929,13.16752672195435,6.595017671585083,1,9,17.3792781829834
0,.0912587312169072,0,14.34484958648682,1,3,18.21024703979492
1,4.233184146848508,.1819496154785156,3.31345272064209,0,10,16.33503341674805
1,2.540033532685454,3.29002046585083,6.899879455566406,1,0,19.50518608093262
1,8.471296904278997,27.35603713989258,1.837168693542481,1,9,24.28739356994629
1,.8848362971486889,10.56168079376221,10.83369678258896,1,6,13.62346267700195
0,1.183912695625913,0,0,1,4,12.39367198944092
1,1.385167779387318,22.2779016494751,9.323832273483276,0,7,14.23339748382568
0,2.656086086661778,20.09664535522461,10.15945208072662,1,2,14.46649742126465
0,1.251906857661136,9.396395534276962,12.96884179115295,1,0,13.65305233001709
0,.4553177520831603,7.625560760498047,26.62892723083496,1,21,16.37644577026367
1,1.082530811724481,0,12.36707925796509,0,0,9.537220001220703
0,.4403854908734864,11.26813220977783,13.32540488243103,1,0,10.45301723480225
0,5.482434786787027,10.44877934455872,4.646629333496094,1,4,19.44681358337402
1,1.236540125933427,11.08424782752991,7.776839733123779,1,1,11.1427173614502
1,2.488162961181929,4.283567428588867,21.11390113830566,1,5,14.63096523284912
1,3.138327654210414,0,24.15768051147461,0,2,12.66979598999023
1,.3614772330838922,6.838830947875977,3.776223182678223,0,2,11.92471694946289
0,1.138085474950997,13.50955009460449,6.215146541595459,1,4,14.8869743347168
1,2.060375295884473,0,1.454800605773926,1,9,11.76187610626221
1,.4063214482655796,13.38277244567871,11.2897709608078,0,11,13.21058368682861
1,1.748231279121303,0,8.746488094329834,1,6,11.15301418304443
0,1.387486906357827,25.94270706176758,3.835456371307373,1,0,8.284119606018066
0,5.614730409444642,.713322639465332,2.826116561889648,1,5,17.70959854125977
0,.8307383525530097,6.806425333023071,9.315417766571045,1,3,13.193678855896
1,1.345926591115598,6.678814172744751,.4673795700073242,1,5,15.62056922912598
0,.122756324439091,16.9313178062439,5.032552719116211,0,3,13.84768676757813
0,1.089906042005131,4.940094470977783,0,1,6,16.38728332519531
0,3.945017716387656,10.10641407966614,5.87753438949585,1,4,21.14646339416504
0,.265017027437069,13.66676616668701,.878117561340332,1,18,18.48981857299805
0,.0425682820838986,4.808669567108154,0,1,2,15.83732318878174
0,6.436913621712147,3.161468982696533,18.97761154174805,1,14,17.56543731689453
0,.7511711860236281,14.05111217498779,8.178419232368469,1,0,15.35086917877197
0,1.090200839612419,7.139278054237366,14.40429973602295,1,3,14.43149948120117
0,1.333953024942951,4.482894420623779,22.1836748123169,1,2,13.80755138397217
0,1.540141534271386,5.260701894760132,6.112270832061768,0,2,10.79819297790527
0,14.26064716386415,5.501556396484375,.7256002426147461,1,8,26.35150337219238
0,1.329693965511971,5.20453953742981,17.01352024078369,1,3,13.46265411376953
0,.9820797178107346,26.99662208557129,23.55953502655029,0,0,13.09019279479981
0,1.209629532533792,7.235843777656555,20.06796932220459,1,2,15.22787380218506
0,2.557767732831869,2.2120361328125,4.158506870269775,1,1,15.46749973297119
0,1.963501280809269,22.89991855621338,19.24695682525635,1,0,15.51441192626953
0,3.140130975970455,26.86163711547852,8.946369886398315,1,0,11.95837593078613
1,3.062222008763225,14.82258987426758,0,1,2,15.34481239318848
0,1.337521864587479,26.91074562072754,32.21866035461426,1,4,16.44715309143066
0,5.541956229013074,14.28848552703857,9.27040833234787,1,3,16.94909858703613
0,2.418394613811893,18.35465908050537,7.854032039642334,1,1,15.42713928222656
0,3.343424919904959,12.26300096511841,4.085553646087647,0,1,13.75482273101807
0,8.435945156050327,14.59489297866821,8.894816994667053,1,9,21.57209205627441
0,.1844185666870685,0,21.66205215454102,0,2,13.36309623718262
0,1.219433865827666,8.135696232318878,17.7298526763916,1,0,15.73049449920654
0,1.351890672721985,22.04453849792481,10.03529624640942,1,14,15.7961015701294
0,3.959508722165587,0,11.31075835227966,1,3,13.72225189208984
1,5.540795445077752,2.051111698150635,4.403598785400391,1,14,20.07801055908203
0,2.280717433809961,13.68786096572876,21.44110107421875,1,1,14.12175464630127
0,2.612668319423467,25.22513008117676,.5044612884521484,1,1,16.26958847045898
0,3.997560707710353,16.27801322937012,4.733092308044434,1,2,14.5702543258667
1,3.985798783558368,12.57981324195862,18.05595207214356,1,1,17.17320251464844
0,.2102268388906381,0,21.6021089553833,0,1,12.31209659576416
0,.4195416681603826,19.69002342224121,3.24662971496582,0,5,15.49016380310059
0,2.313955938651427,20.12652111053467,9.52988463640213,1,3,15.90468311309815
0,2.146431388316932,22.34479713439941,3.032093048095703,1,1,15.31194400787354
0,.321501858700278,14.12695598602295,5.698533535003662,0,1,10.63430404663086
1,2.561739620261941,13.43414258956909,.1963367462158203,1,0,14.23012065887451
0,3.415386293052001,0,17.52067089080811,1,1,15.33472442626953
0,3.918984654969087,10.98267078399658,0,1,1,16.73166465759277
1,.0467735838763226,10.02280700206757,0,0,0,13.24256992340088
0,2.466927420716029,0,0,1,8,16.49759101867676
1,1.328728067849489,0,0,1,2,13.61028861999512
0,1.955437142340025,0,16.74476194381714,1,4,17.50056076049805
1,4.27823747080942,9.872245252132416,10.06326880306006,1,9,17.74936103820801
0,1.64891450095658,11.40907025337219,7.585639715194702,1,1,15.17850017547607
0,2.462818343661519,10.49817895889282,12.44680237770081,0,1,17.09099388122559
0,.0956398112912834,10.35731446743012,6.62738037109375,1,9,16.97240829467773
0,2.763449145284994,19.85979747772217,29.39858818054199,1,0,14.90128993988037
0,4.837387916563229,16.40738105773926,17.51424217224121,1,0,17.49864768981934
0,.0844742701204765,22.60104274749756,2.06686544418335,1,0,14.96775341033936
1,.6684327086733835,16.73714447021484,9.324835300445557,0,1,12.63253879547119
0,.4487636281968783,7.568411350250244,16.66445159912109,1,4,16.5096378326416
0,1.349318141628217,17.57494831085205,8.737631797790527,1,3,20.75144004821777
0,10.41250272161218,17.09742546081543,12.9634325504303,1,0,22.12742424011231
0,1.443483016502316,20.4375524520874,8.689045548439026,1,3,12.45337295532227
0,1.248914734854976,5.100870847702026,11.57143938541412,1,1,11.50174140930176
0,.313472150468562,29.1416015625,6.264266967773438,0,0,16.83137512207031
0,4.374904202770181,10.15666699409485,7.705699443817139,1,0,17.40457153320313
0,1.547303155651096,10.26840543746948,9.152919352054596,1,4,16.91423988342285
0,.8094413252827554,0,4.610236644744873,1,3,14.65198993682861
1,3.418360580313689,0,33.36767959594727,1,24,17.2633228302002
0,1.983338875908171,3.570751190185547,14.73646306991577,1,0,11.58980178833008
0,3.21046618552122,20.8214921951294,4.698932647705078,1,9,16.93353843688965
0,3.849709717232424,9.630153238773346,8.542659401893616,1,4,14.15873908996582
1,1.624594273245972,18.82625579833984,0,1,1,11.49376106262207
